"ControlNr";"Category";"BBN";"Title";"Description";"ResourceName";"ResourceInstanceName";"CISNumber";"MeasuresCount";"Score";"Timestamp";"RequiredMeasure"
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Domain Name Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Domain Name Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Business Central Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Business Central Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Business Central Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Dynamics 365 Business Central Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Edge Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Edge Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Edge Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Edge Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Exchange Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Exchange Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Exchange Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Exchange Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Exchange Recipient Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Exchange Recipient Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Exchange Recipient Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Exchange Recipient Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Extended Directory User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Extended Directory User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Extended Directory User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Extended Directory User Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Attribute Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Attribute Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Attribute Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-External ID User Flow Attribute Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-External Identity Provider Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-External Identity Provider Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-External Identity Provider Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
